Column1,Column2
AIR038,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>전술항공통신체계정비</td></tr><tr><th scope=row>모집직종</th><td>통신전자전기</td></tr><tr><th scope=row>특기개요</th><td>● 전술항공통제 임무 수행에 필요한 위치측정기(GPS)를 운용
<br>  ● 야전에서 공지통신장비를 작동하기 위해 발전기를 운용</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211012201140.gif alt=전술항공통신체계정비관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR039,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>유선통신체계정비</td></tr><tr><th scope=row>모집직종</th><td>통신전자전기</td></tr><tr><th scope=row>특기개요</th><td>● 기지 전자교환기와 유선통신기기, 부속장비에  대한 정비를 수행
<br>    ● 각 부대에 구성된 통신선로와 기지 전화번호 관리, 통신 선로번호를 관리하는 업무를 수행</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211012313210.gif alt=유선통신체계정비관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR040,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>항공전자 장비정비</td></tr><tr><th scope=row>모집직종</th><td>통신전자전기</td></tr><tr><th scope=row>특기개요</th><td>항공기에 탑재된 항공전자장비의 기능점검, 고장 탐구 및 수리, 개조 등의 임무 수행과 보조업무 담당
<br>  ● 일선정비 기능점검 보조
<br>  ● 야전정비 고장탐구 및 수리/개조 보조</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211012437850.gif alt=항공전자 장비정비관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR041,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>항공기유압전기정비</td></tr><tr><th scope=row>모집직종</th><td>통신전자전기</td></tr><tr><th scope=row>특기개요</th><td>● 공유압정비 조원
<br>  ● 전기장치 정비 조원
<br>  ● 계기정비 조원</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211013089270.gif alt=항공기유압전기정비관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR042,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>항공기 무기정비</td></tr><tr><th scope=row>모집직종</th><td>통신전자전기</td></tr><tr><th scope=row>특기개요</th><td>항공기에 각종 폭탄, 확산탄, 로켓, 공대지 공대공 유도 미사일, 기관포 등의  장탈·착과 무장발사 계통 기능점검 등의 임무수행 및 보조업무 담당
<br>  ● 무장장착조 조원
<br>  ● 기타 정비활동</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211013200840.gif alt=항공기 무기정비관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>- 색각 검사결과 이상이 없는 자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR043,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>항공 탄약정비</td></tr><tr><th scope=row>모집직종</th><td>통신전자전기</td></tr><tr><th scope=row>특기개요</th><td>탄약을 최상의 상태로 저장, 조립 및 분해, 검사,  점검, 정비 등의 임무수행과 보조업무 담당
<br>  ● 탄약조립조 조원
<br>  ● 탄약저장 및 정비 보조
<br>  ● 탄약검사 보조</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211013301410.gif alt=항공 탄약정비관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>- 색각 검사결과 이상이 없는 자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR044,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>방공 유도무기 정비</td></tr><tr><th scope=row>모집직종</th><td>통신전자전기</td></tr><tr><th scope=row>특기개요</th><td>단거리·중거리·장거리 대공유도 무기에 대한 예방정비, 기능점검 및 수리 등의 보조업무를 수행
<br>  ● 부대정비 업무보조
<br>  ● 야전정비 고장탐구 및 수리업무 보조</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211013417600.gif alt=방공 유도무기 정비관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>- 색각 검사결과 이상이 없는 자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR045,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>전력설비</td></tr><tr><th scope=row>모집직종</th><td>통신전자전기</td></tr><tr><th scope=row>특기개요</th><td>● 활주로 시설조명 운영 및 유지보수  
<br>  ● 전기시설물의 안전점검 및 감독
<br>  ● 전기시설물의 유지보수 및 관리
<br>  ● 비상전력(발전기) 운영 및 유지보수
<br>  ● 전기설비의 운영 종사자의 안전관리 교육</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211014019740.gif alt=전력설비관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치
<br>
<br>o 다음 자격에 대한 기술경력을 인정하며, 복무 중 자격증 취득이 가능하도록   교육 및 시험 응시 지원
<br>- 공조냉동기계산업기사/기능사
<br>- 위험물관리산업기사/기능사
<br>- 전자계산기산업기사/기능사
<br>- 전기공사산업기사
<br>- 열처리기능사
<br>- 전기기능사</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR046,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>토목건축</td></tr><tr><th scope=row>모집직종</th><td>공병</td></tr><tr><th scope=row>특기개요</th><td>● 도로, 활주로, 배수시설의 점검 및 기지 보수
<br>  ● 기지 조경시설 유지보수 및 조경 관리
<br>  ● 시설공사 기초업무 수행
<br>  ● 장비 및 공구의 사용과 관리</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211014162840.gif alt=토목건축관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
AIR047,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 특기명칭, 모집직종, 특기개요, 직무모습, 자격조건, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_85p></colgroup><tbody><tr><th scope=row>특기명칭</th><td>환경</td></tr><tr><th scope=row>모집직종</th><td>공병</td></tr><tr><th scope=row>특기개요</th><td>● 오·폐수처리시설 운영 및 관리
<br>  ● 폐기물 관리 및 처리
<br>  ● 재활용품 관리 및 처리
<br>  ● 자연환경보전활동 수행
<br>  ● 토양오염관리</td></tr><tr><th scope=row>사진</th><td><img src=/download/mjb/4/CAIS_HPIS_201508211014396700.gif alt=환경관련 사진 onerror=this.src='/images/duty/airforce_default.gif'><br></td></tr><tr><th scope=row>자격조건</th><td>o 연령 : 지원서 접수년도 기준 18세이상 28세 이하
<br>o 학력 : 중학교 졸업이상자 또는 이와 동등 이상의 학력소지자
<br>o 신체요건
<br>- 신체등위 1~4급 현역병 입영대상자
<br>o 자격․면허, 전공과 상관없이 지원 가능</td></tr><tr><th scope=row>비고</th><td>o 지원부터 배치까지
<br>지원 → 1차합격자 발표 → 신체검사, 면접 → 최종합격자 발표 → 입영(공군교육사) → 기초군사훈련 → (특기교육)부대배치
<br>
<br>o 다음 자격에 대한 기술경력을 인정하며, 복무 중 자격증 취득이 가능하도록  교육 및 시험 응시 지원
<br>- 공조냉동기계산업기사/기능사
<br>- 보일러산업기사/취급기능사
<br>- 위험물관리산업기사/기능사
<br>- 화학분석기능사
<br>- 환경기능사</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N46,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>공병</td></tr><tr><th scope=row>병종부호</th><td colspan=3>46</td></tr><tr><th scope=row>직무내용</th><td colspan=3>시설물 보수 및 유지관리 업무, 시설물의 시공업무, 건축제도(autocad) 및 각종 시설장비 등의 업무를 수행한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200819447760.gif alt=공병관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>건축계열ㆍ토목계열, 공학일반계열</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>2주, 5주 / 기술행정학교 시운학부</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3>건축ㆍ토목ㆍ설비분야 각종 기사(산업기사) 및 기능사 자격증 취득, 건설업체 및 설계업무 종사</td></tr><tr><th scope=row>비고</th><td colspan=3>건설(건축ㆍ토목)에 관한 경험 또는 교육을 받은 자</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N4601,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>환경관리</td></tr><tr><th scope=row>병종부호</th><td colspan=3>46-01</td></tr><tr><th scope=row>직무내용</th><td colspan=3>환경관리병은 자연경관 및 오존층 보호, 폐ㆍ오수처리, 조경, 대기 및 수질 오염방지 등 자연 생태계 보호 및 부대 환경미화 업무를 수행한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200819574650.gif alt=환경관리관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>분류우선순위학과 없음</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>3주 / 육군 상무대 공병학교</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3>환경관련분야(각종 환경시민단체 및 환경관련 업종)</td></tr><tr><th scope=row>비고</th><td colspan=3></td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N36,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>군악</td></tr><tr><th scope=row>병종부호</th><td colspan=3>36</td></tr><tr><th scope=row>직무내용</th><td colspan=3>군악병은 군대의식, 예배식, 음악회 및 각종 행사에 있어서 음악을 연주하는 취주군악대 및 관현악단의 일원으로 6개 혹은 그 이상의 취주악기, 건반악기, 타악기 및 목관악기 등을 연주하고, 자기가 사용하는 악기를 취급 보관 수리한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200818017640.gif alt=군악관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>분류우선순위학과 없음</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>8주 / 계근단(해군지원부)</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3></td></tr><tr><th scope=row>비고</th><td colspan=3>군악병(기술병)으로 선발된 자</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N909,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>유급_군악</td></tr><tr><th scope=row>병종부호</th><td colspan=3>909</td></tr><tr><th scope=row>직무내용</th><td colspan=3>군악병은 군대의식, 예배식, 음악회 및 각종 행사에 있어서 음악을 연주하는 취주군악대 및 관현악단의 일원으로 6개 혹은 그 이상의 취주악기, 건반악기, 타악기 및 목관악기 등을 연주하고, 자기가 사용하는 악기를 취급 보관 수리한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200818017640.gif alt=유급_군악관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>분류우선순위학과 없음</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>8주 / 계근단(해군지원부)</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3></td></tr><tr><th scope=row>비고</th><td colspan=3>군악병(기술병)으로 선발된 자</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N4339,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>보수</td></tr><tr><th scope=row>병종부호</th><td colspan=3>43-39</td></tr><tr><th scope=row>직무내용</th><td colspan=3>보수병은 함정의 수리 및 정비업무를 위주로 부사관을 보좌하여 선체 취환, 수리, 용접, 배관설비, 공작기계를 이용한 수리 부속품 가공 및 화재, 침수, 선체 파손시 손상을 복구하여 함 안전과 전투력을 유지시켜는 업무를 수행한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200818266790.gif alt=보수관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>기계공학계열, 공학일반계열</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>2주, 4주 / 기술행정학교 기관학부</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3>조선소 함정건조 취급수리, 배관설비, 소방설비, 유류취급 및 화공약품 취급, 고압가스 취급, 기계가공 및 조립업무, 소방업무</td></tr><tr><th scope=row>비고</th><td colspan=3>철공 또는 용접 분야에 종사한 경험이 있는 자</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N4340,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>가스터빈</td></tr><tr><th scope=row>병종부호</th><td colspan=3>43-40</td></tr><tr><th scope=row>직무내용</th><td colspan=3>함정 주 추진 장비인 가스터빈, 감속기어 및 가변 추진기, 보기 장치인 조타기, 함안정기 등 운용과 부분 정비를 수행한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200818375060.gif alt=가스터빈관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>기계계열, 전기계열</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>3주, 4주 / 기술행정학교 기관학부</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3>항공 분야/화력 발전소/해운업 기관/산업체의 자동제어 등 정비 기술자로 근무 가능함.</td></tr><tr><th scope=row>비고</th><td colspan=3>기계(기관)취급 경험 또는 교육을 받은 자</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N4342,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>내연</td></tr><tr><th scope=row>병종부호</th><td colspan=3>43-42</td></tr><tr><th scope=row>직무내용</th><td colspan=3>함정 추진장비인 디젤기관 및 발전장비와 보기장치인 정유기, 역삼투 조수기, 냉동장치, 공기조화기, 오수처리기, 공기압축기, 각종 펌프 등을 운용하며, 내연부사관을 보좌한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200819053920.gif alt=내연관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>기계계열, 전기계열</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>3주 / 기술행정학교 기관학부</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3>냉ㆍ난방 계통 업체, 기계조립 업체, 자동차 정비, 검사관련 계통, 중ㆍ대형 선박 기관분야 근무</td></tr><tr><th scope=row>비고</th><td colspan=3>기계(기관)취급 경험 또는 교육을 받은 자</td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N4343,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>보일러</td></tr><tr><th scope=row>병종부호</th><td colspan=3>43-43</td></tr><tr><th scope=row>직무내용</th><td colspan=3>함정과 육상부대의 열관리기기, 감속기어 및 가변 추진기, 보기 장치인 조타기, 함안정기 등 운용과 부분 정비를 수행한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200819166050.gif alt=보일러관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>화학계열, 공학일반계열</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>3주, 4주 / 기술행정학교 기관학부</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3>산업체 열관리/화력 발전소/해운업 기관/주택관리사 등 정비 기술자로 근무 가능함.</td></tr><tr><th scope=row>비고</th><td colspan=3></td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
N48,"<div id=gunView><div class=bview_btn><div class=right></div></div><table class=notice_view><caption>군사특기 대한내용 설명표이며 병종, 병종부호, 직무내용, 직무모습, 분류 우선순위 학과, 교육기간/교육장소, 전역후 활동분야, 비고에 대한내용을 제공</caption><colgroup><col class=width_15p><col class=width_38p><col class=width_15p><col class=width_38p></colgroup><tbody><tr><th scope=row>특기</th><td colspan=3>수송</td></tr><tr><th scope=row>병종부호</th><td colspan=3>48</td></tr><tr><th scope=row>직무내용</th><td colspan=3>운전면허증 소지자(1종보통이상, 특수면허증)로서 각종 대형 자동차 운전/조작 기능을 습득/숙달하여 군 생활동안에 차량을 운전/조작하고 관리하며 차량 담당관의 지시에 따라 업무를 수행한다.</td></tr><tr><th scope=row>직무모습</th><td colspan=3><img src=/download/mjb/2/CAIS_HPIS_201508200820504870.gif alt=수송관련 사진 onerror=this.src='/images/duty/navy_default.jpg'><br></td></tr><tr><th scope=rowgroup>분류 우선순위 학과</th><td colspan=3>자동차계열, 전 학과</td></tr><tr><th scope=row>교육기간/교육장소</th><td colspan=3>3주, 5주 / 기술행정학교 시운학부</td></tr><tr><th scope=row>전역후 활동분야</th><td colspan=3>공공기관 및 운수업체 운전자, 차량정비공장 정비사, 교통사고 손해 사정인</td></tr><tr><th scope=row>비고</th><td colspan=3></td></tr></tbody></table><div class=bview_btn><div class=right></div></div></div>"
